isolate,genus,extr_spec,corr_spec,mlst_ST,updated_ST,dnaA,fusA,gyrB,leuS,pyrG,rplB,rpoB,ST,format,type,num_seqs,sum_len,min_len,avg_len,max_len,Q1,Q2,Q3,sum_gap,N50,Q20...,Q30...,AvgQual,GC...,merge_ST
Enterobacter_hormaechei_18F660.fa,ecloacae,hormaechei,hormaechei,-,2649,391,37,14,410,92,30,6,NA,FASTA,DNA,37,4777114,209,"129,111.2","902,937",480,"5,855","180,249",0,456933,0,0,0,55.53,391_37_14_410_92_30_6
Enterobacter_hormaechei_18F661.fa,ecloacae,hormaechei,hormaechei,-,2649,391,37,14,410,92,30,6,NA,FASTA,DNA,29,4777166,209,"164,729.9","1,089,889",708,"26,208","272,971",0,472836,0,0,0,55.54,391_37_14_410_92_30_6
Enterobacter_hormaechei_190.fa,ecloacae,hormaechei,hormaechei,113,113,4,22,68,69,37,4,24,113,FASTA,DNA,2,4747351,"104,212","2,373,675.5","4,643,139","104,212","2,373,675.5","4,643,139",0,4643139,0,0,0,55.47,4_22_68_69_37_4_24
Enterobacter_hormaechei_191.fa,ecloacae,hormaechei,hormaechei,113,113,4,22,68,69,37,4,24,113,FASTA,DNA,2,4750608,"104,212","2,375,304","4,646,396","104,212","2,375,304","4,646,396",0,4646396,0,0,0,55.47,4_22_68_69_37_4_24
Enterobacter_hormaechei_192.fa,ecloacae,hormaechei,hormaechei,113,113,4,22,68,69,37,4,24,113,FASTA,DNA,2,4750616,"104,212","2,375,308","4,646,404","104,212","2,375,308","4,646,404",0,4646404,0,0,0,55.47,4_22_68_69_37_4_24
Enterobacter_hormaechei_2013_1a.fa,ecloacae,hormaechei,hormaechei,1015,1015,4,4,68,6,39,4,25,1015,FASTA,DNA,6,5379077,"64,859","896,512.8","4,722,490","132,677","149,605.5","159,840",0,4722490,0,0,0,54.9,4_4_68_6_39_4_25
Enterobacter_hormaechei_2022EL-00031.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,39,4839654,523,"124,093.7","770,704","2,759.5","32,508","216,103",0,301138,0,0,0,55.19,53_35_20_44_45_4_6
Enterobacter_hormaechei_205.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,36,4881333,211,"135,592.6","1,596,371",249.5,387,"121,303.5",0,1171932,0,0,0,55.46,11_4_4_13_39_4_9
Enterobacter_hormaechei_20710.fa,ecloacae,hormaechei,hormaechei,200,200,74,20,20,65,45,4,32,200,FASTA,DNA,6,5545020,"39,601","924,170","4,847,638","91,816","139,656.5","286,652",0,4847638,0,0,0,54.58,74_20_20_65_45_4_32
Enterobacter_hormaechei_229.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,45,4882981,211,"108,510.7","1,596,371",257,324,"77,948",0,846627,0,0,0,55.46,11_4_4_13_39_4_9
Enterobacter_hormaechei_22ES.fa,ecloacae,hormaechei,hormaechei,90,90,58,37,4,6,42,4,25,90,FASTA,DNA,13,5341539,"4,947","410,887.6","2,478,499","83,956","126,275","468,099",0,1051776,0,0,0,54.95,58_37_4_6_42_4_25
Enterobacter_hormaechei_234.fa,ecloacae,hormaechei,hormaechei,1795,1795,90,20,9,44,45,4,6,1795,FASTA,DNA,2,4724855,"68,573","2,362,427.5","4,656,282","68,573","2,362,427.5","4,656,282",0,4656282,0,0,0,55.47,90_20_9_44_45_4_6
Enterobacter_hormaechei_2485STDY5438307.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,50,4933293,311,"98,665.9","882,620","1,069","7,511","98,424",0,409124,0,0,0,55.35,11_4_4_13_39_4_9
Enterobacter_hormaechei_2485STDY5438310.fa,ecloacae,hormaechei,hormaechei,124,124,4,4,4,6,39,4,25,124,FASTA,DNA,47,4845077,426,"103,086.7","897,450","12,597","34,509","135,839.5",0,285894,0,0,0,54.93,4_4_4_6_39_4_25
Enterobacter_hormaechei_2485STDY5438321.fa,ecloacae,hormaechei,hormaechei,756,756,68,8,75,63,251,34,35,756,FASTA,DNA,33,4786364,404,"145,041.3","902,461","2,774","29,089","259,972",0,465196,0,0,0,55.39,68_8_75_63_251_34_35
Enterobacter_hormaechei_2485STDY5438323.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,47,4795705,352,"102,036.3","1,005,294","8,432","33,591","113,269",0,278513,0,0,0,55.41,4_4_4_6_37_4_25
Enterobacter_hormaechei_2485STDY5438324.fa,ecloacae,hormaechei,hormaechei,90,90,58,37,4,6,42,4,25,90,FASTA,DNA,24,4748822,258,"197,867.6","1,140,237","27,497","113,915","180,549",0,500793,0,0,0,55.52,58_37_4_6_42_4_25
Enterobacter_hormaechei_2485STDY5438334.fa,ecloacae,hormaechei,hormaechei,45,45,4,4,14,6,39,4,6,45,FASTA,DNA,48,4895466,302,"101,988.9","675,122","4,666","30,453","80,149",0,499578,0,0,0,55.42,4_4_14_6_39_4_6
Enterobacter_hormaechei_2485STDY5438341.fa,ecloacae,hormaechei,hormaechei,335,335,4,4,4,83,4,4,4,335,FASTA,DNA,22,4760208,307,"216,373.1","1,607,427","16,619","35,504.5","311,190",0,554420,0,0,0,55.49,4_4_4_83_4_4_4
Enterobacter_hormaechei_2485STDY5438343.fa,ecloacae,hormaechei,hormaechei,1283,1283,59,9,6,9,62,6,6,1283,FASTA,DNA,46,4630332,623,"100,659.4","569,437","26,735","60,292.5","129,062",0,168615,0,0,0,55.21,59_9_6_9_62_6_6
Enterobacter_hormaechei_2485STDY5438358.fa,ecloacae,hormaechei,hormaechei,758,758,11,4,4,4,11,4,25,758,FASTA,DNA,23,4619236,470,"200,836.3","1,367,669","27,634","111,315","232,135.5",0,411047,0,0,0,55.68,11_4_4_4_11_4_25
Enterobacter_hormaechei_2485STDY5438368.fa,ecloacae,hormaechei,hormaechei,102,102,59,9,12,9,67,6,25,102,FASTA,DNA,44,4676205,329,"106,277.4","548,240","5,713.5","57,217","160,929",0,185219,0,0,0,55.26,59_9_12_9_67_6_25
Enterobacter_hormaechei_2485STDY5438369.fa,ecloacae,hormaechei,hormaechei,62,62,48,4,15,42,39,4,9,62,FASTA,DNA,31,4722908,324,"152,351.9","514,960","27,744.5","97,475","257,851",0,322198,0,0,0,55.4,48_4_15_42_39_4_9
Enterobacter_hormaechei_2485STDY5438370.fa,ecloacae,hormaechei,hormaechei,45,45,4,4,14,6,39,4,6,45,FASTA,DNA,39,4753640,318,"121,888.2","675,030","2,189","26,274","144,942.5",0,476819,0,0,0,55.51,4_4_14_6_39_4_6
Enterobacter_hormaechei_2485STDY5438371.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,41,4999051,363,"121,928.1","1,795,033",959,"9,091","119,056",0,409121,0,0,0,55.39,11_4_4_13_39_4_9
Enterobacter_hormaechei_2485STDY5438388.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,49,4796643,311,"97,890.7","931,800","5,697","28,286","135,868",0,286847,0,0,0,55.57,68_8_75_63_65_34_35
Enterobacter_hormaechei_2485STDY5438404.fa,ecloacae,hormaechei,hormaechei,568,568,189,9,12,9,67,6,6,568,FASTA,DNA,46,4855187,321,"105,547.5","456,866","20,255","60,928.5","163,157",0,200780,0,0,0,55.1,189_9_12_9_67_6_6
Enterobacter_hormaechei_2485STDY5438413.fa,ecloacae,hormaechei,hormaechei,175,175,51,4,4,6,68,30,36,175,FASTA,DNA,43,4983943,"2,012","115,905.7","528,995","27,575.5","80,027","180,458",0,234383,0,0,0,55.33,51_4_4_6_68_30_36
Enterobacter_hormaechei_2485STDY5438414.fa,ecloacae,hormaechei,hormaechei,104,104,59,40,76,9,70,6,6,104,FASTA,DNA,33,4611837,525,"139,752.6","1,043,928","26,265","78,273","167,102",0,281986,0,0,0,55.31,59_40_76_9_70_6_6
Enterobacter_hormaechei_2485STDY5438415.fa,ecloacae,hormaechei,hormaechei,135,135,59,47,59,9,62,23,6,135,FASTA,DNA,43,4861937,317,"113,068.3","519,534","5,429","56,088","170,798",0,270399,0,0,0,55.08,59_47_59_9_62_23_6
Enterobacter_hormaechei_2485STDY5438431.fa,ecloacae,hormaechei,hormaechei,233,233,59,9,80,9,87,6,6,233,FASTA,DNA,43,4777705,308,"111,109.4","766,445","7,389.5","62,025","126,328",0,226527,0,0,0,55.19,59_9_80_9_87_6_6
Enterobacter_hormaechei_2485STDY5438435.fa,ecloacae,hormaechei,hormaechei,766,766,4,4,4,13,39,4,25,766,FASTA,DNA,21,4655136,764,"221,673.1","978,489","26,232","84,856","383,442",0,465226,0,0,0,55.59,4_4_4_13_39_4_25
Enterobacter_hormaechei_2485STDY5438437.fa,ecloacae,hormaechei,hormaechei,597,597,74,20,20,178,151,4,32,597,FASTA,DNA,23,4464060,366,"194,089.6","1,159,681","4,256.5","82,807","236,468",0,472344,0,0,0,55.56,74_20_20_178_151_4_32
Enterobacter_hormaechei_2485STDY5438438.fa,ecloacae,hormaechei,hormaechei,550,550,179,4,4,6,112,4,6,550,FASTA,DNA,36,4741127,425,"131,698","885,366","2,240.5","27,681","138,652.5",0,774057,0,0,0,55.62,179_4_4_6_112_4_6
Enterobacter_hormaechei_2485STDY5438453.fa,ecloacae,hormaechei,hormaechei,461,461,9,4,14,6,37,4,9,461,FASTA,DNA,35,4755034,544,"135,858.1","763,262","8,602.5","39,781","173,336.5",0,463497,0,0,0,55.51,9_4_14_6_37_4_9
Enterobacter_hormaechei_2485STDY5438459.fa,ecloacae,hormaechei,hormaechei,-,2078,58,23,4,39,117,4,39,NA,FASTA,DNA,29,4901271,395,"169,009.3","1,108,649","8,989","50,650","155,714",0,624323,0,0,0,55.13,58_23_4_39_117_4_39
Enterobacter_hormaechei_2485STDY5438460.fa,ecloacae,hormaechei,hormaechei,764,764,59,9,12,9,62,113,6,764,FASTA,DNA,42,4745245,326,"112,982","480,640","26,727","76,199","147,880",0,203086,0,0,0,55.26,59_9_12_9_62_113_6
Enterobacter_hormaechei_2485STDY5438462.fa,ecloacae,hormaechei,hormaechei,144,144,74,20,74,78,45,35,32,144,FASTA,DNA,43,4625254,302,"107,564","551,945","4,095","66,970","152,940.5",0,272652,0,0,0,55.25,74_20_74_78_45_35_32
Enterobacter_hormaechei_2485STDY5438463.fa,ecloacae,hormaechei,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,48,4976767,334,"103,682.6","657,285","11,869.5","53,730","119,209",0,291415,0,0,0,54.99,59_40_82_9_67_6_6
Enterobacter_hormaechei_2485STDY5438466.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,47,5082109,397,"108,130","852,923","2,941","15,056","122,294.5",0,409110,0,0,0,55.32,11_4_4_13_39_4_9
Enterobacter_hormaechei_2485STDY5438467.fa,ecloacae,hormaechei,hormaechei,550,550,179,4,4,6,112,4,6,550,FASTA,DNA,23,4640218,425,"201,748.6","756,258","27,646","81,369","310,072",0,571676,0,0,0,55.69,179_4_4_6_112_4_6
Enterobacter_hormaechei_2485STDY5438469.fa,ecloacae,hormaechei,hormaechei,151,151,4,4,4,77,11,4,39,151,FASTA,DNA,27,4628473,392,"171,424.9","849,812","11,332","50,861","237,465.5",0,470644,0,0,0,55.79,4_4_4_77_11_4_39
Enterobacter_hormaechei_2485STDY5477938.fa,ecloacae,hormaechei,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,23,4616001,568,"200,695.7","641,602","2,829","110,146","331,195.5",0,465486,0,0,0,55.47,53_35_20_44_45_4_6
Enterobacter_hormaechei_2485STDY5477946.fa,ecloacae,hormaechei,hormaechei,-,2246,11,4,4,4,39,4,25,NA,FASTA,DNA,26,4663813,"3,002","179,377.4","961,100","24,053","102,333","306,861",0,443257,0,0,0,55.6,11_4_4_4_39_4_25
Enterobacter_hormaechei_2485STDY5477948.fa,ecloacae,hormaechei,hormaechei,-,2596,11,4,4,13,39,4,347,NA,FASTA,DNA,39,4967560,309,"127,373.3","910,679","1,177.5","7,135","121,332.5",0,408977,0,0,0,55.39,11_4_4_13_39_4_347
Enterobacter_hormaechei_2485STDY5477952.fa,ecloacae,hormaechei,hormaechei,104,104,59,40,76,9,70,6,6,104,FASTA,DNA,34,4820648,"2,549","141,783.8","1,640,820","21,824","67,510","118,250",0,347000,0,0,0,55.05,59_40_76_9_70_6_6
Enterobacter_hormaechei_2485STDY5477953.fa,ecloacae,hormaechei,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,40,4768693,431,"119,217.3","1,101,548","2,684","31,659.5","113,935.5",0,520445,0,0,0,55.47,4_4_4_6_37_4_25
Enterobacter_hormaechei_2485STDY5477954.fa,ecloacae,hormaechei,hormaechei,742,742,66,4,4,171,187,4,25,742,FASTA,DNA,44,4948580,364,"112,467.7","912,308","3,677.5","28,292.5","119,318",0,444718,0,0,0,55.53,66_4_4_171_187_4_25
Enterobacter_hormaechei_2485STDY5477957.fa,ecloacae,hormaechei,hormaechei,728,728,106,20,74,44,45,4,116,728,FASTA,DNA,37,4738318,401,"128,062.6","586,520","15,330","96,036","160,697",0,301481,0,0,0,55.38,106_20_74_44_45_4_116
Enterobacter_hormaechei_2485STDY5477963.fa,ecloacae,hormaechei,hormaechei,127,127,46,20,74,44,45,24,6,127,FASTA,DNA,43,4731151,556,"110,026.8","599,559","4,664.5","44,341","153,623",0,315616,0,0,0,55.28,46_20_74_44_45_24_6
Enterobacter_hormaechei_2485STDY5477967.fa,ecloacae,hormaechei,hormaechei,395,395,49,20,20,44,45,4,6,395,FASTA,DNA,27,4533049,379,"167,890.7","573,259","21,345","116,835","291,067",0,355376,0,0,0,55.52,49_20_20_44_45_4_6
Enterobacter_hormaechei_2485STDY7075091.fa,ecloacae,hormaechei,hormaechei,418,418,53,35,154,44,45,4,6,418,FASTA,DNA,5,5167561,"17,893","1,033,512.2","4,958,952","19,339","64,606","106,771",0,4958952,0,0,0,54.77,53_35_154_44_45_4_6
Enterobacter_hormaechei_2485STDY7075093.fa,ecloacae,hormaechei,hormaechei,66,66,52,21,20,44,45,4,6,66,FASTA,DNA,4,5158428,"2,495","1,289,607","4,783,410","63,924","186,261.5","2,515,290",0,4783410,0,0,0,54.81,52_21_20_44_45_4_6
Enterobacter_hormaechei_2880STDY5682790.fa,ecloacae,hormaechei,hormaechei,801,801,4,23,4,125,39,4,6,801,FASTA,DNA,30,4792859,"1,781","159,762","510,074","23,934","113,256.5","294,947",0,307134,0,0,0,55.48,4_23_4_125_39_4_6
Enterobacter_hormaechei_3804.fa,ecloacae,hormaechei,hormaechei,418,418,53,35,154,44,45,4,6,418,FASTA,DNA,5,5099774,"47,497","1,019,954.8","4,587,278","90,483","106,771","267,745",0,4587278,0,0,0,54.83,53_35_154_44_45_4_6
Enterobacter_hormaechei_388.fa,ecloacae,hormaechei,hormaechei,1795,1795,90,20,9,44,45,4,6,1795,FASTA,DNA,2,4735287,"79,064","2,367,643.5","4,656,223","79,064","2,367,643.5","4,656,223",0,4656223,0,0,0,55.48,90_20_9_44_45_4_6
Enterobacter_hormaechei_48411CZ.fa,ecloacae,hormaechei,hormaechei,1734,1734,4,4,14,6,437,4,6,1734,FASTA,DNA,5,4979516,"2,495","995,903.2","4,697,329","37,398","107,928","134,366",0,4697329,0,0,0,55.3,4_4_14_6_437_4_6
Enterobacter_hormaechei_48947CZ.fa,ecloacae,hormaechei,hormaechei,190,190,9,4,15,6,37,4,9,190,FASTA,DNA,6,5269698,"3,861","878,283","4,859,044","4,037","29,818","343,120",0,4859044,0,0,0,54.69,9_4_15_6_37_4_9
Enterobacter_hormaechei_4928STDY7071152.fa,ecloacae,hormaechei,hormaechei,1015,1015,4,4,68,6,39,4,25,1015,FASTA,DNA,1,4975856,"4,975,856","4,975,856","4,975,856","4,975,856","4,975,856","4,975,856",0,4975856,0,0,0,54.87,4_4_68_6_39_4_25
Enterobacter_hormaechei_4928STDY7071154.fa,ecloacae,hormaechei,hormaechei,-,2621,59,9,345,9,62,83,25,NA,FASTA,DNA,27,4608235,303,"170,675.4","1,605,348",615,"2,907","155,155",0,945195,0,0,0,55.29,59_9_345_9_62_83_25
Enterobacter_hormaechei_4928STDY7071160.fa,ecloacae,hormaechei,hormaechei,168,168,59,40,81,9,79,37,38,168,FASTA,DNA,1,5598694,"5,598,694","5,598,694","5,598,694","5,598,694","5,598,694","5,598,694",0,5598694,0,0,0,48.38,59_40_81_9_79_37_38
Enterobacter_hormaechei_4928STDY7071161.fa,ecloacae,hormaechei,hormaechei,168,168,59,40,81,9,79,37,38,168,FASTA,DNA,41,4987173,328,"121,638.4","1,545,144","1,295","61,309","147,447",0,316418,0,0,0,55.14,59_40_81_9_79_37_38
Enterobacter_hormaechei_4928STDY7071163.fa,ecloacae,hormaechei,hormaechei,268,268,96,9,113,115,106,6,6,268,FASTA,DNA,1,4738893,"4,738,893","4,738,893","4,738,893","4,738,893","4,738,893","4,738,893",0,4738893,0,0,0,49.73,96_9_113_115_106_6_6
Enterobacter_hormaechei_4928STDY7071167.fa,ecloacae,hormaechei,hormaechei,268,268,96,9,113,115,106,6,6,268,FASTA,DNA,42,4846655,301,"115,396.5","723,693",822,"32,121","201,721",0,274045,0,0,0,55.18,96_9_113_115_106_6_6
Enterobacter_hormaechei_4928STDY7071173.fa,ecloacae,hormaechei,hormaechei,-,2622,59,40,82,9,67,247,6,NA,FASTA,DNA,1,5002290,"5,002,290","5,002,290","5,002,290","5,002,290","5,002,290","5,002,290",0,5002290,0,0,0,49.63,59_40_82_9_67_247_6
Enterobacter_hormaechei_4928STDY7071341.fa,ecloacae,hormaechei,hormaechei,-,0,59,40,82,9,67,6,NA,NA,FASTA,DNA,1,5077894,"5,077,894","5,077,894","5,077,894","5,077,894","5,077,894","5,077,894",0,5077894,0,0,0,52.69,59_40_82_9_67_6_NA
Enterobacter_hormaechei_4928STDY7071342.fa,ecloacae,hormaechei,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,1,5063609,"5,063,609","5,063,609","5,063,609","5,063,609","5,063,609","5,063,609",0,5063609,0,0,0,52.63,59_40_82_9_67_6_6
Enterobacter_hormaechei_4928STDY7071396.fa,ecloacae,hormaechei,hormaechei,63,63,49,20,19,45,45,4,32,63,FASTA,DNA,36,4788787,301,"133,021.9","703,255",685.5,"6,828.5","155,828",0,534218,0,0,0,55.28,49_20_19_45_45_4_32
Enterobacter_hormaechei_4928STDY7071397.fa,ecloacae,hormaechei,hormaechei,63,63,49,20,19,45,45,4,32,63,FASTA,DNA,35,4801759,324,"137,193.1","1,441,887",713.5,"5,302","136,529",0,615737,0,0,0,55.21,49_20_19_45_45_4_32
Enterobacter_hormaechei_4928STDY7071428.fa,ecloacae,hormaechei,hormaechei,138,138,59,45,59,74,62,23,6,138,FASTA,DNA,40,4878341,317,"121,958.5","926,222",701.5,"4,050.5","108,603.5",0,743411,0,0,0,54.95,59_45_59_74_62_23_6
Enterobacter_hormaechei_4928STDY7071447.fa,ecloacae,hormaechei,hormaechei,168,168,59,40,81,9,79,37,38,168,FASTA,DNA,42,4983289,340,"118,649.7","571,138","1,339","46,860","193,468",0,310335,0,0,0,55.16,59_40_81_9_79_37_38
Enterobacter_hormaechei_4928STDY7071500.fa,ecloacae,hormaechei,hormaechei,158,158,59,9,12,75,84,6,6,158,FASTA,DNA,38,4765955,515,"125,419.9","789,652","1,694","36,934.5","154,200",0,400107,0,0,0,55.15,59_9_12_75_84_6_6
Enterobacter_hormaechei_4928STDY7071633.fa,ecloacae,hormaechei,hormaechei,106,106,58,41,14,6,69,4,6,106,FASTA,DNA,50,5143129,452,"102,862.6","972,927","1,201","4,204.5","74,539",0,431144,0,0,0,54.71,58_41_14_6_69_4_6
Enterobacter_hormaechei_4928STDY7071648.fa,ecloacae,hormaechei,hormaechei,286,286,59,64,81,9,79,37,38,286,FASTA,DNA,1,5132545,"5,132,545","5,132,545","5,132,545","5,132,545","5,132,545","5,132,545",0,5132545,0,0,0,49.4,59_64_81_9_79_37_38
Enterobacter_hormaechei_4928STDY7071690.fa,ecloacae,hormaechei,hormaechei,346,346,4,89,4,6,37,4,78,346,FASTA,DNA,43,4841749,308,"112,598.8","824,334","1,053","10,584","135,144",0,466445,0,0,0,55.52,4_89_4_6_37_4_78
Enterobacter_hormaechei_4928STDY7387740.fa,ecloacae,hormaechei,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,34,4659311,316,"137,038.6","933,259","1,314","4,926","196,206",0,493052,0,0,0,55.1,59_40_82_9_67_6_6
Enterobacter_hormaechei_4928STDY7387746.fa,ecloacae,hormaechei,hormaechei,104,104,59,40,76,9,70,6,6,104,FASTA,DNA,1,5332468,"5,332,468","5,332,468","5,332,468","5,332,468","5,332,468","5,332,468",0,5332468,0,0,0,46.37,59_40_76_9_70_6_6
Enterobacter_hormaechei_4928STDY7387752.fa,ecloacae,hormaechei,hormaechei,104,104,59,40,76,9,70,6,6,104,FASTA,DNA,1,5114720,"5,114,720","5,114,720","5,114,720","5,114,720","5,114,720","5,114,720",0,5114720,0,0,0,48.3,59_40_76_9_70_6_6
Enterobacter_hormaechei_4928STDY7387798.fa,ecloacae,hormaechei,hormaechei,141,141,62,4,4,76,78,4,44,141,FASTA,DNA,1,5016704,"5,016,704","5,016,704","5,016,704","5,016,704","5,016,704","5,016,704",0,5016704,0,0,0,51.31,62_4_4_76_78_4_44
Enterobacter_hormaechei_4928STDY7387954.fa,ecloacae,hormaechei,hormaechei,-,2621,59,9,345,9,62,83,25,NA,FASTA,DNA,25,4608127,304,"184,325.1","1,605,348",345,"2,644","112,210",0,1414020,0,0,0,55.29,59_9_345_9_62_83_25
Enterobacter_hormaechei_49589CZ.fa,ecloacae,hormaechei,hormaechei,108,108,68,8,75,63,65,34,35,108,FASTA,DNA,7,5217738,"2,811","745,391.1","4,729,473","4,484","51,836","212,325",0,4729473,0,0,0,54.87,68_8_75_63_65_34_35
Enterobacter_hormaechei_54569CZ.fa,ecloacae,hormaechei,hormaechei,92,92,52,20,19,44,45,12,32,92,FASTA,DNA,7,4803420,"1,716","686,202.9","4,580,789","2,923.5","9,402","102,833",0,4580789,0,0,0,55.17,52_20_19_44_45_12_32
Enterobacter_hormaechei_54822CZ.fa,ecloacae,hormaechei,hormaechei,92,92,52,20,19,44,45,12,32,92,FASTA,DNA,45,4690911,256,"104,242.5","1,360,936","1,363","6,321","111,611",0,476668,0,0,0,55.24,52_20_19_44_45_12_32
Enterobacter_hormaechei_57816CZ.fa,ecloacae,hormaechei,hormaechei,106,106,58,41,14,6,69,4,6,106,FASTA,DNA,4,5317459,"6,499","1,329,364.8","4,966,443","30,859.5","172,258.5","2,627,870",0,4966443,0,0,0,54.91,58_41_14_6_69_4_6
Enterobacter_hormaechei_59732CZ.fa,ecloacae,hormaechei,hormaechei,1735,1735,58,41,14,6,69,216,6,1735,FASTA,DNA,5,5010845,"2,494","1,002,169","4,915,526","2,811","35,058","54,956",0,4915526,0,0,0,55.3,58_41_14_6_69_216_6
Enterobacter_hormaechei_60214CZ.fa,ecloacae,hormaechei,hormaechei,92,92,52,20,19,44,45,12,32,92,FASTA,DNA,5,5124730,"2,495","1,024,946","4,560,312","90,803","159,360","311,760",0,4560312,0,0,0,54.78,52_20_19_44_45_12_32
Enterobacter_hormaechei_683.fa,ecloacae,hormaechei,hormaechei,175,175,51,4,4,6,68,30,36,175,FASTA,DNA,2,5394360,"321,267","2,697,180","5,073,093","321,267","2,697,180","5,073,093",0,5073093,0,0,0,54.87,51_4_4_6_68_30_36
Enterobacter_hormaechei_78.fa,ecloacae,hormaechei,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,6,5179052,"2,594","863,175.3","4,043,584","69,095","199,088","665,603",0,4043584,0,0,0,54.65,8_9_6_9_9_6_8
Enterobacter_hormaechei_7C1-15.fa,ecloacae,hormaechei,hormaechei,269,269,95,56,112,111,104,4,63,269,FASTA,DNA,47,4678392,613,"99,540.3","785,978","10,335","40,457","127,031",0,240465,0,0,0,55.19,95_56_112_111_104_4_63
Enterobacter_hormaechei_948202.fa,ecloacae,hormaechei,hormaechei,93,93,9,4,14,61,37,4,9,93,FASTA,DNA,6,4890421,388,"815,070.2","4,766,208",932,"27,180.5","68,532",0,4766208,0,0,0,55.29,9_4_14_61_37_4_9
Enterobacter_hormaechei_972634.fa,ecloacae,hormaechei,hormaechei,-,2635,74,20,9,227,99,24,32,NA,FASTA,DNA,4,4783899,"3,210","1,195,974.8","4,652,264","4,408","64,212.5","2,387,541.5",0,4652264,0,0,0,55.41,74_20_9_227_99_24_32
Enterobacter_hormaechei_988548.fa,ecloacae,hormaechei,hormaechei,113,113,4,22,68,69,37,4,24,113,FASTA,DNA,2,4750592,"104,212","2,375,296","4,646,380","104,212","2,375,296","4,646,380",0,4646380,0,0,0,55.47,4_22_68_69_37_4_24
Enterobacter_hormaechei_A1.fa,ecloacae,hormaechei,hormaechei,1723,1723,66,4,383,40,39,4,9,1723,FASTA,DNA,3,5382553,"160,309","1,794,184.3","4,912,800","234,876.5","309,444","2,611,122",0,4912800,0,0,0,54.94,66_4_383_40_39_4_9
Enterobacter_hormaechei_ABYVI.fa,ecloacae,hormaechei,hormaechei,1260,1260,4,4,4,433,59,4,6,1260,FASTA,DNA,38,4884241,658,"128,532.7","736,728","4,630","27,799","146,872",0,495902,0,0,0,55.41,4_4_4_433_59_4_6
Enterobacter_hormaechei_AKB48.fa,ecloacae,hormaechei,hormaechei,-,0,4,37,15,6,11,4,281,NA,FASTA,DNA,3,4876334,"94,408","1,625,444.7","4,655,363","110,485.5","126,563","2,390,963",0,4655363,0,0,0,55.53,4_37_15_6_11_4_281
Enterobacter_hormaechei_AM17-61.fa,ecloacae,hormaechei,hormaechei,-,544,10,21,9,44,45,4,33,NA,FASTA,DNA,33,4596352,627,"139,283.4","759,915","15,905","94,902","146,664",0,294507,0,0,0,55.29,10_21_9_44_45_4_33
Enterobacter_hormaechei_AMS-38.fa,ecloacae,hormaechei,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,5,5316620,"2,511","1,063,324","4,914,558","9,522","108,999","281,030",0,4914558,0,0,0,54.91,11_4_4_13_39_4_9
Enterobacter_hormaechei_AR432.fa,ecloacae,hormaechei,hormaechei,106,106,58,41,14,6,69,4,6,106,FASTA,DNA,3,4897845,"2,692","1,632,615","4,891,057","3,394","4,096","2,447,576.5",0,4891057,0,0,0,55.37,58_41_14_6_69_4_6
Enterobacter_hormaechei_AR_0032.fa,ecloacae,hormaechei,hormaechei,127,127,46,20,74,44,45,24,6,127,FASTA,DNA,6,5116152,"3,775","852,692","4,675,015","5,409","70,131","291,691",0,4675015,0,0,0,54.73,46_20_74_44_45_24_6
Enterobacter_hormaechei_AR_0366.fa,ecloacae,hormaechei,hormaechei,170,170,62,4,4,6,39,4,44,170,FASTA,DNA,4,4996344,"1,565","1,249,086","4,793,316","39,188.5","100,731.5","2,458,983.5",0,4793316,0,0,0,55.24,62_4_4_6_39_4_44
Enterobacter_hormaechei_AR_038.fa,ecloacae,hormaechei,hormaechei,93,93,9,4,14,61,37,4,9,93,FASTA,DNA,6,5286422,"1,917","881,070.3","5,018,145","2,089","55,778","152,715",0,5018145,0,0,0,55.31,9_4_14_61_37_4_9
Enterobacter_hormaechei_AR_0448.fa,ecloacae,hormaechei,hormaechei,231,231,46,20,20,96,45,29,54,231,FASTA,DNA,5,5295901,"4,882","1,059,180.2","4,810,465","5,276","47,802","427,476",0,4810465,0,0,0,54.57,46_20_20_96_45_29_54
